파일명,랜드마크
KETI_SL_0000010910.mp4,"[0.5285970903933048, 0.9030062183737755, 4.02054084469583e-08, 0.5215590037405491, 0.9168679118156433, -0.006127550615929067, 0.5178638324141502, 0.9453737959265709, -0.008327533403644338, 0.5178728140890598, 0.9736785963177681, -0.009077417867956683, 0.5174646265804768, 0.9948992505669594, -0.009451960504520684, 0.5169776640832424, 0.9651337489485741, -0.007903743418864906, 0.5178445279598236, 0.9999170154333115, -0.011425767035689205, 0.5189166590571404, 1.0177840813994408, -0.013448854151647538, 0.5199046656489372, 1.0289232358336449, -0.014383406843990088, 0.5223731808364391, 0.9678531661629677, -0.00570795961539261, 0.5229633823037148, 1.0026446804404259, -0.008447162108495831, 0.5237098895013332, 1.0204122364521027, -0.009570688183885068, 0.5245798230171204, 1.032595157623291, -0.010124561667907983, 0.5280742384493351, 0.9680531471967697, -0.003831948197330348, 0.5293777622282505, 1.0005853474140167, -0.006306988245341927, 0.5299337655305862, 1.0181607827544212, -0.0065936039900407195, 0.5304944328963757, 1.0310258567333221, -0.00647011527325958, 0.5335478186607361, 0.9665349200367928, -0.0023300679895328358, 0.5349046103656292, 0.9948401749134064, -0.004549251461867243, 0.5355988144874573, 1.0104930475354195, -0.004564471310004592, 0.5364105924963951, 1.0220407024025917, -0.003989037286373787]"
KETI_SL_0000010911.mp4,"[0.5215704202651977, 0.865155565738678, 4.545069636208154e-08, 0.5146354049444198, 0.877005723118782, -0.006003850023262203, 0.5109862327575684, 0.90109423995018, -0.008089971193112434, 0.5101803690195084, 0.9246873706579208, -0.008888883027248084, 0.5085031688213348, 0.9419736623764038, -0.009329628408886492, 0.5111748188734054, 0.9136456072330474, -0.0072622711304575205, 0.511468580365181, 0.9416492342948913, -0.010685296310111881, 0.5116363644599915, 0.9548248916864395, -0.012539771851152182, 0.5118284910917282, 0.9626199185848237, -0.013412952236831189, 0.5157697170972824, 0.916300830245018, -0.0051844723522663115, 0.5154072552919388, 0.9464511483907699, -0.008427871437743307, 0.5157328516244888, 0.963469135761261, -0.009528531692922115, 0.5164241403341293, 0.9746902287006378, -0.009784965217113495, 0.5205651253461838, 0.9169318318367005, -0.003436145285377279, 0.5210589826107025, 0.9456919372081757, -0.006358191720210016, 0.5217385441064835, 0.9622703731060028, -0.006242960109375417, 0.5224838823080062, 0.9735084712505341, -0.005567880719900132, 0.5251369714736939, 0.9162553131580353, -0.002069273477536626, 0.5258500218391419, 0.9413165241479874, -0.004440550686558709, 0.5267005831003189, 0.9562056422233581, -0.004127623906242661, 0.5277175515890121, 0.9664155602455139, -0.00313294098014012]"
KETI_SL_0000010912.mp4,"[0.5297659635543823, 0.91120795160532, 3.468519738092368e-08, 0.5226268172264099, 0.9258125498890877, -0.005934971122769639, 0.5187553577125072, 0.9542520046234131, -0.0076729557767976075, 0.5186611786484718, 0.981547512114048, -0.007911299064289778, 0.517937745898962, 1.00165344029665, -0.007694903353694826, 0.5182295851409435, 0.9740478247404099, -0.0072754513821564615, 0.5185023546218872, 1.0086083635687828, -0.009940327901858836, 0.5191479809582233, 1.024416133761406, -0.011308508808724582, 0.5197579637169838, 1.0334919840097427, -0.011791403056122363, 0.5238199532032013, 0.9762606546282768, -0.004646469024010003, 0.5251828208565712, 1.0093461349606514, -0.0065397091675549746, 0.5260246768593788, 1.0231980755925179, -0.007153729035053402, 0.5267540141940117, 1.031442552804947, -0.007362281205132604, 0.5296878889203072, 0.9759119749069214, -0.0022672577179037035, 0.5321061834692955, 1.0063026323914528, -0.004008099334896542, 0.5325114913284779, 1.019080065190792, -0.0038812620186945423, 0.5326605252921581, 1.0273353159427643, -0.003474549710517749, 0.5350837782025337, 0.9740015715360641, -0.00024089685757644475, 0.5374185517430305, 1.0003990307450294, -0.0017341702841804363, 0.5381746478378773, 1.012653075158596, -0.0013483152724802494, 0.5388340540230274, 1.0204648673534393, -0.000486549899505917]"
KETI_SL_0000010913.mp4,"[0.5303370803594589, 0.910495862364769, 5.627601809554683e-08, 0.5229915827512741, 0.9244096577167511, -0.006391867238562554, 0.5192946642637253, 0.9524266570806503, -0.008453965390799567, 0.5196818485856056, 0.9801522493362427, -0.009009307366795838, 0.5194675363600254, 1.0008259639143944, -0.009062442579306662, 0.5200617723166943, 0.973608560860157, -0.007057952170725912, 0.5198738351464272, 1.008326269686222, -0.010153884068131447, 0.5203913412988186, 1.0244929045438766, -0.0118818418122828, 0.521102212369442, 1.0337091833353043, -0.012559202848933637, 0.5263590700924397, 0.9762996211647987, -0.00440619233995676, 0.5267638824880123, 1.010460525751114, -0.006490036437753588, 0.5273326970636845, 1.026045560836792, -0.0074039805913344026, 0.5281564295291901, 1.035643458366394, -0.007845849613659084, 0.5325046852231026, 0.9761485829949379, -0.0021599917936327984, 0.5337159559130669, 1.0081052854657173, -0.004000407607236411, 0.5342372879385948, 1.023669719696045, -0.00417874644335825, 0.534891877323389, 1.0343701392412186, -0.004050310439197347, 0.5379555597901344, 0.9742470607161522, -0.0003386152966413647, 0.5393377542495728, 1.0021450519561768, -0.0020389447163324803, 0.5400253720581532, 1.0164194703102112, -0.001986517570912838, 0.5409096106886864, 1.0263702720403671, -0.001418976673448924]"
KETI_SL_0000010914.mp4,"[0.5297889597713947, 0.9103783741593361, 5.738317515602276e-08, 0.5226501151919365, 0.9240229800343513, -0.005596596529358067, 0.5192119516432285, 0.9514431357383728, -0.0074292836943641305, 0.5196256153285503, 0.9782151579856873, -0.007905592588940635, 0.5192642398178577, 0.9984604045748711, -0.007956254645250738, 0.5196167379617691, 0.9726099669933319, -0.006971330614760518, 0.519467931240797, 1.0068380609154701, -0.009753180260304362, 0.5195728503167629, 1.0247537344694138, -0.011251793359406292, 0.5197079852223396, 1.036409854888916, -0.01189160835929215, 0.5251236408948898, 0.975114069879055, -0.004811421444173902, 0.5253305248916149, 1.009434536099434, -0.006877331237774342, 0.5254423804581165, 1.026171326637268, -0.00764283025637269, 0.5255490243434906, 1.0374315977096558, -0.0079649030813016, 0.5308037027716637, 0.9751711413264275, -0.0028994120148126967, 0.5319157652556896, 1.0071682408452034, -0.004693310147558805, 0.5320225544273853, 1.0237352699041367, -0.004609112598700449, 0.5320185162127018, 1.035618931055069, -0.004266770425601862, 0.536173652857542, 0.9735032841563225, -0.001345981530903373, 0.5374223962426186, 1.0015468820929527, -0.002912404557719128, 0.5378947220742702, 1.0167851597070694, -0.0025917013354046503, 0.5384578369557858, 1.0276140719652176, -0.0018121597022400238]"
KETI_SL_0000010915.mp4,"[0.5217349082231522, 0.8697300910949707, 3.244068076391216e-08, 0.5151317089796066, 0.8819378912448883, -0.006039508548565209, 0.5118197143077851, 0.9054231613874435, -0.008445215068059042, 0.5125285893678665, 0.9284773677587509, -0.009673514612950384, 0.513238725066185, 0.9465506047010421, -0.010356314404634758, 0.5117789417505264, 0.9184291541576386, -0.006869530212134123, 0.5114106059074401, 0.946608179807663, -0.010832959087565541, 0.5119359821081162, 0.9616530984640121, -0.012770223151892423, 0.5126856088638305, 0.9709730058908462, -0.01336781531572342, 0.5165496945381165, 0.921023377776146, -0.004772594780661166, 0.5164442956447601, 0.950441312789917, -0.007787884725257754, 0.517329478263855, 0.9666828900575638, -0.00841347798705101, 0.5181456565856933, 0.9753983497619629, -0.008318443689495325, 0.5213419079780579, 0.9213755518198014, -0.0031692468095570804, 0.5219921737909317, 0.949290645122528, -0.005839363858103752, 0.5229468286037445, 0.9652307808399201, -0.005222993541974574, 0.5236434757709503, 0.9748983263969422, -0.004223115205240902, 0.5257063686847687, 0.9203711748123169, -0.002000174199929461, 0.5266904264688492, 0.9451043367385864, -0.003939637704752386, 0.5277294397354126, 0.9596926212310791, -0.003247883186850231, 0.528708416223526, 0.969116160273552, -0.0020106937701143577]"
KETI_SL_0000010916.mp4,"[0.5186685532331466, 0.8703283131122589, 3.9881524571683255e-08, 0.5112149655818939, 0.8791447877883911, -0.004506675282027572, 0.5082602083683014, 0.9008199393749237, -0.0061505862860940395, 0.508264821767807, 0.9227625906467438, -0.0067144434782676395, 0.5073829710483551, 0.9390453219413757, -0.0069795955554582175, 0.5100880831480026, 0.9180909126996994, -0.006939299963414669, 0.5123981088399887, 0.9477568835020065, -0.010025526350364088, 0.5137594014406204, 0.9618858933448792, -0.011631687032058835, 0.515005224943161, 0.9703432202339173, -0.012371603166684508, 0.5157630890607834, 0.9222814023494721, -0.00562757053412497, 0.5184292525053025, 0.9523825943470001, -0.007915872475132346, 0.5177997589111328, 0.9672572553157807, -0.00842460636049509, 0.5169891595840455, 0.9767848908901214, -0.008618902135640382, 0.5214972704648971, 0.9244902580976486, -0.004470390419010073, 0.5247162878513336, 0.9525062441825867, -0.006444128393195569, 0.524113067984581, 0.9673749268054962, -0.005878298007883131, 0.5232956975698471, 0.9774793177843094, -0.005272823316045105, 0.5267713725566864, 0.9249639809131622, -0.003572264511603862, 0.5298145830631256, 0.9492186427116394, -0.005084818415343762, 0.529639795422554, 0.9626175045967102, -0.004267669294495136, 0.5293251782655716, 0.9720130622386932, -0.0031893932638922705]"
KETI_SL_0000010917.mp4,"[0.5260625183582306, 0.8669630289077759, 5.1072662765605514e-08, 0.5192145109176636, 0.8750840127468109, -0.004447061553946696, 0.5165809653699398, 0.8960921727120876, -0.006109424779424444, 0.5172449760138988, 0.9175057448446751, -0.006699472578475252, 0.5171754881739616, 0.9335008934140205, -0.0069719562598038465, 0.5172795727849007, 0.9122306369245052, -0.00687813846161589, 0.5184797830879688, 0.9394766576588154, -0.010131243150681257, 0.5192991197109222, 0.9537394754588604, -0.011812332551926374, 0.5200278908014297, 0.9626564309000969, -0.012530267238616943, 0.5224623866379261, 0.9163905084133148, -0.005568473134189844, 0.5241940952837467, 0.9439622946083546, -0.007924259931314737, 0.5251141116023064, 0.9576655030250549, -0.008623148605693132, 0.5257459655404091, 0.9670423902571201, -0.008991508919280022, 0.5277124978601933, 0.9185041636228561, -0.004431822511833161, 0.5304668918251991, 0.9452257677912712, -0.006528833124320954, 0.530950203537941, 0.9594676345586777, -0.006215648754732683, 0.5309991352260113, 0.9694834202528, -0.005784697743365541, 0.532645758241415, 0.9191209673881531, -0.003548368316842243, 0.5354713425040245, 0.9425752684473991, -0.0052876583868055604, 0.5363140180706978, 0.9554204270243645, -0.004772791071445681, 0.5368253365159035, 0.9646122679114342, -0.003898687005857937]"
KETI_SL_0000010918.mp4,"[0.5251146405935287, 0.8585517518222332, 6.020653747773608e-08, 0.5165325701236725, 0.8671275675296783, -0.004832590755540878, 0.5131799876689911, 0.887522391974926, -0.0064207950490526855, 0.5139658041298389, 0.9084074199199677, -0.006805843586334959, 0.5133503042161465, 0.9238461852073669, -0.006871791090816259, 0.5143787562847137, 0.9047325402498245, -0.006809309124946594, 0.515937615185976, 0.9323094822466373, -0.009812352014705539, 0.5172248333692551, 0.9464497454464436, -0.011370545835234225, 0.518229752779007, 0.9551512077450752, -0.012044352944940329, 0.5212006606161594, 0.9086661674082279, -0.005212049145484343, 0.5237786658108234, 0.9357422068715096, -0.007322144170757383, 0.5251578614115715, 0.9483362659811974, -0.008122045546770096, 0.5264337472617626, 0.9562332071363926, -0.008615870086941868, 0.5278504714369774, 0.9104453586041927, -0.0038465990146505646, 0.5312132723629475, 0.9365828335285187, -0.0058245573891326785, 0.5325794816017151, 0.9497566819190979, -0.0059384487103670835, 0.5337212681770325, 0.9587776064872742, -0.005836674856254831, 0.5337698757648468, 0.9107050485908985, -0.002757201436907053, 0.5366516187787056, 0.9334964267909527, -0.0044329529628157616, 0.5378806032240391, 0.9455569684505463, -0.004191693624306936, 0.5391150079667568, 0.9537907391786575, -0.003577776667953003]"
KETI_SL_0000010919.mp4,"[0.5243873000144958, 0.8632892742753029, 5.248218966011353e-08, 0.5156300403177738, 0.8719024807214737, -0.005029231833759695, 0.5125107541680336, 0.8918471522629261, -0.006898340507177636, 0.5140699967741966, 0.912606205791235, -0.00763193768216297, 0.51420733705163, 0.9280571453273296, -0.008001916838111356, 0.5141514278948307, 0.9102200232446194, -0.006622500135563314, 0.51631935313344, 0.9382518641650677, -0.009993597981519997, 0.5177094079554081, 0.951263889670372, -0.01193787925876677, 0.5187588073313236, 0.9585608504712582, -0.012843135395087302, 0.5213440135121346, 0.9145574606955051, -0.005132066871738061, 0.5244848839938641, 0.9421756975352764, -0.007397846493404359, 0.5260612554848194, 0.9549249783158302, -0.008374414930585772, 0.527494303882122, 0.9628576040267944, -0.009002660779515281, 0.5281608626246452, 0.9168281964957714, -0.003957397857448086, 0.5316326580941677, 0.9430670142173767, -0.00614273870451143, 0.5331912338733673, 0.9565080143511295, -0.00630455334612634, 0.5345245897769928, 0.9657442010939121, -0.006232682673726231, 0.5340320728719234, 0.9176053255796432, -0.003083891231653979, 0.5370047986507416, 0.9414703845977783, -0.005018700612708926, 0.5382602140307426, 0.9541793167591095, -0.004833009457797743, 0.5395578965544701, 0.9628595560789108, -0.004232386274452438]"
KETI_SL_0000010920.mp4,"[0.5249479338526726, 0.8650018572807312, 5.1520219757072994e-08, 0.5171958394348621, 0.8747840449213982, -0.005480279389303178, 0.5128277465701103, 0.8968611806631088, -0.007077078946167603, 0.5117604844272137, 0.9194224998354912, -0.0075079923117300496, 0.5102791450917721, 0.9368190839886665, -0.007638531489646994, 0.5143339037895203, 0.9120127782225609, -0.0059234344807919115, 0.5144131258130074, 0.9389031417667866, -0.008967701432993636, 0.514149971306324, 0.9513604938983917, -0.010890210571233183, 0.513735294342041, 0.958120122551918, -0.011846492532640696, 0.5193030461668968, 0.9141836725175381, -0.004056659221532755, 0.5193445608019829, 0.9400342293083668, -0.006142575351987034, 0.5188851282000542, 0.951764240860939, -0.00722117570694536, 0.5184267684817314, 0.9588417559862137, -0.00785274655208923, 0.5240288637578487, 0.9148461371660233, -0.0026038286484890705, 0.5244245417416096, 0.9396789632737637, -0.004600352069246583, 0.524081077426672, 0.9524790681898594, -0.004742508881463436, 0.5237326920032501, 0.9613564535975456, -0.004616416517819744, 0.5280559435486794, 0.914657711982727, -0.0015439975322806276, 0.5290211103856564, 0.9366850480437279, -0.003359885246027261, 0.5292608924210072, 0.9487815424799919, -0.00311970739858225, 0.5295649990439415, 0.9573820978403091, -0.0024324522382812575]"
